Textbox13,status,name_th,address_th,address_additional_th,amphur_th,province_th,region_th,contact_name,contact_admin,contact_email,owner_name,telephone,fax,name_eng,address_eng,amphur_eng,province_eng,region_eng,service_type,service_product_group,service_product_category,service_area,home_service,brand,working_day,working_time,service_center_for,receipt_job_via,conditional_selling,ar_code,ap_code,history_note,remarks,name,tambon_th
Search : ,Active,บริษัท จ. เจริญจันทบุรี จำกัด (สำนักงานใหญ่),4/1 ถนนพระยาตรัง ต.วัดใหม่ อ.เมืองจันทบุรี จ.จันทบุรี 22000,,เมืองจันทร์,จันทบุรี,ตะวันออก,,คุณจตุรพร สุธรรม (Jaturaporn Sutham) 061-4138522 คุณศจี บุญเปี่ยม ผู้จัดการ 0941982554,"best1.service.center@gmail.com, sajee.bt01@gmail.com",นางปัทมา เยาวรัตน์ / นายชัยยงค์ เยาวรัตน์,039-325999,-,"J.JAROEN CHANTHABURI CO.,LTD.","4/1 Prayatrang Rd., Watmai, Mueang Chanthaburi, Chanthaburi 22000",Mueang Chanthaburi,Chanthaburi,,ศูนย์บริการและตัวแทนจำหน่าย,"HA,SHA,AIR,*INSTALLATION,*REPAIR","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Portable Air,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",จ.จันทบุรี (200 กม),มี,ALL,จันทร์-อาทิตย์,8.30 -17.30,"HITACHI,LG,PANASONIC,SHARP,SUMSUNG",E-Mail,20%,M9043759,M90437590001,"​เปลื่ยนชื่อสถานประกอบการจากบริษัท เดอะเบสท์ 1 อิเล็คทริคซิตี้ จำกัด 4/1 ถนนพระยาตรัง ต.วัดใหม่ อ.เมืองจันทบุรี จ.จันทบุรี 22000
 
พิมพ์นารา   พิมพ์นาราหัวหน้าแผนกศูนย์บริการ 039-325999",,,วัดใหม่
Search : ,Active,ไทยอนันต์ชลบุรีวิทยุโทรทัศน์ (บจก.),170/69 ถ.อัคนิวาต ต.บางปลาสร้อย อ.เมือง จ.ชลบุรี 20000,,เมืองชลบุรี,ชลบุรี,ตะวันออก,,คุณ สุดใจ / คุณบุญปลูก / คุณพรรณปพร คนชม (อึ่ง) 0863392493,thaianan1@gmail.com; boonplug.thaianan@gmail.com; k.panporn@gmail.com,นายสัมฤทธิ์ ผลิตวานนท์,"038-790240-8 :120 , 124 แผนกอะไหล่ คุณพรรณปพร คนชม (อึ่ง) 0863392493",038-790249,"Thaianuntchonburi wittayu torratas Co.,Ltd",170/69 Accaniwat Rd. T.bangplasoi A.Muang Chonburi 20000,Mueang Chon Buri,Chon Buri,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA",,เฉพาะซื้อกับร้านเท่านั้น,ไม่มี,TOSHIBA,จันทร์-เสาร์,08.30-18.00 น.,,E-Mail,20% เครดิตดีลเลอร์,1174,775,"
14 พ.ย.55
รับ Mail แจ้ง ของดรับงาน Home กรณีที่ไม่ซื้อจากร้าน
ยกเลิก home service เฉพาะ อ.เมือง ยังไม่มีช่างซ่อมทีวี","
 ไม่มี home service",,บางปลาสร้อย
Search : ,Active,เทคนิค,44 ถ.เทศบาล 1 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,,ศรีราชา,ชลบุรี,ตะวันออก,เทคนิค,ลาออก,technic.sriracha@gmail.com,นายมนัส รักวงศ์อาชีพ (099-3360699) Manus Ruckwongarcheep,081-591-4055,,Technic Service Center,44 Tasaban 1 Rd. T.Sriracha A.Si Racha Chon Buri 20110,Si Racha,Chon Buri,,ศูนย์บริการ,"AV,HA,SHA","LCDTV,REFRIGERATOR,WASHER",จ.ชลบุรี,มี,TOSHIBA,จันทร์-เสาร์,08.30-18.30 น.,"HITACHI,PANASONIC,SHARP",E-Mail,20% เครดิต,1902,361,"​10 มี.ค 57
คุณสาริศา แจ้งเปลี่ยนที่อยู่ในการจัดส่งอะไหล่ จาก 103/32 ถ.สุรศักดิ์1 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110
เป็น 44ถ.เทศบาล1ตำบลศรีราชา อำเภอศรีราชา จังหวัดชลบุรี20110
เบอร์โทร.038772205     0815914055  และเบอร์ช่าง0894019295  เบอร์เพิ่มเติมจะแจ้"," 
 ",,ศรีราชา
Search : ,Active,เทคนิค (สาขาพัทยา),206/105 ม.9 ซ.โรงแรมทาว์นอินทาว์น ถ.พัทยากลาง ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,บางละมุง,ชลบุรี,ตะวันออก,,นาย ยุทธนา กาวัลย์,technic.pattaya@gmail.com,นายมนัส รักวงศ์อาชีพ (081-5914055),089-4013800,-,Technic Service Center (Pattaya Branch),206/105 Moo.9 Soi.Town inTown Hotel Pattayaklang T.Nongprue A.Banglamung Chon Buri 20150,Bang Lamung,Chon Buri,,ศูนย์บริการ,"AV,HA,SHA",,"อ.สัตหีบ,อ.บางละมุง,อ.พัทยา",มี,TOSHIBA,จันทร์-เสาร์,08.30-18.30 น.,,E-Mail,20% เครดิต,-,,"​14/2/17รบกวนแก้ไขเบอร์ติดต่อร้านเทคนิค (พัทยา) ยกเลิกเบอร์038716561 เปลี่ยนเป็น 0894013800
ที่อยู่เก่า 103/32 ถ.สุรศักดิ์1 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110103/32 ถ.สุรศักดิ์1 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110","
กรณีโอนงานให้โอนไปที่ เทคนิค ศรีราชา ทางศรีราชา จะกระจายงานเอง",,หนองปรือ
Search : ,Active,ศูนย์บริการเสียงทอง,135/8 ถ.สุขุมวิท ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,,ศรีราชา,ชลบุรี,ตะวันออก,,คุณ เปิ้ล,siengthongservice@yahoo.com;pop2547@hotmail.com,นางพวงทิพย์ เกียรติกูลขจร (คุณเปิ้ล) (081-8500171),038-323615,038-311267,Seaingthong Service Center,135/8Sukhumwit Rd. Tsriracha A.Sriracha Chonburi 20110,Si Racha,Chon Buri,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA",,อ.ศรีราชา / อ.พัทยา / อ.สัตหีบ,มี,TOSHIBA,จันทร์-เสาร์,08.00-18.00 น.,,E-Mail,20% เครดิตดีลเลอร์,1187,316,แก้ไขอีเมล์ เดิมple1618@gmail.com เปลี่ยนเป็นsiengthongservice@yahoo.com ​,  ,,ศรีราชา
Search : ,Active,ศูนย์บริการ อิเล็กทรอนิกส์ อมตะ-ชลบุรี (หจก.),192/6-7 หมู่ที่ 1 ตำบลคลองตำหรุ อำเภอเมืองชลบุรี จังหวัดชลบุรี 20000,เยื้องอมตะ นคร ฝั่งเดียวกับมหาวิทยาลัยศรีปทุม,เมืองชลบุรี,ชลบุรี,ตะวันออก,,"คุณวนิดา ภูมิรักษา,คุณวราพร/ คุณชลอ 081-8072585",esc.service005@gmail.com,"นางสาววนิดา ภูมิรักษา ,นางสาวอรัญญา หวังมี (หุ้นส่วน)","08 0441 9842,081-8072585",-,ELECTRONICS SERVICE CENTER AMATA-CHONBURI LIMITED PARTNERSHIP,192/6-7 T.Klongtamhru A.Muangchonburi Chonburi,Mueang Chon Buri,Chon Buri,,ศูนย์บริการ,"HA,SHA,AIR,*REPAIR","REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,WATER HEATER,MICRO WAVE,PUMP,AIR CONDITION,Wall Type,Celling&Floor Type,Cassette Type,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",ชลบุรี,มี,ALL,"จันทร์ - พฤหัสบดี ,เสาร์-อาทิตย์ หยุดวันศุกร์",8.30-17.30 น.,"HITACHI,SHARP,TLC",E-Mail,"20%,เงินสด",2324,2599,"หยุดวันศุกร์​

 
 
  ",หยุดวันศุกร์​,,
Search : ,Active,สยามโกมินทร์ บจก.,298/128 หมู่ 5 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,บางละมุง,ชลบุรี,ตะวันออก,,คุณวิชัย แจ่มศิลป์ 0 3822 1028,Birthte@gmail.com; kunnok26@hotmail.com;,,"0 3822 1028,0 3842 8740","0 3842 8740(ร้านซ่อม),0 3842 2499(ร้านขาย)","Siam Komintr Co.,Ltd.","298/128 Moo.5, Na Kluea, Bang Lamung, Chonburi 20150",Bang Lamung,Chon Buri,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA",,,มี,TOSHIBA,จันทร์ - เสาร์,8.30 - 17.30 น.,,"FAX,E-Mail",20%,1183,,"​ช่าง หริวัฒน์ 086-5723680
คุณนก 081-5598988
ช่างเบริดแจ้งยกเลิก 086-1385251,086-8390161​ เป็นเบอร์ช่างคนเก่าลาออกแล้ว 15-Jun-2017","กรณีส่งของให้ร้านซ่อม ให้ระบุ ""หลังวัดสว่างฟ้า""คุณวิชัย แจ่มศิลป์
คุณเบิร์ด แจ้งหยุดรับงานแอร์ เนื่องจากวิ่งงานไม่ทัน 15-6-17",,นาเกลือ
Search : ,Active,บริษัท คูลเบย์ แอร์คอนดิชันนิ่ง จำกัด,เลขที่ 93/44 หมู่ที่ 10 ตำบลทุ่งสุขลา อำเภอศรีราชา จังหวัดชลบุรี 20230,100/38-39 หมู่ที่ 5 ตำบล บ่อวิน อำเภอ ศรีราชา จ.ชลบุรี 20230,ศรีราชา,ชลบุรี,ตะวันออก,,นางสาว อรณิชชา อนันต์ โทร 092-5165850,coolbayair2555@gmail.com,นาย วานิต หัสคำ,"085-1038832,080-6196984,092-5165850,093-1249748",,"Cool Bay Airconditioning Co.,Ltd",100/38-39 Moo.5 T.Bovin A.Sriracha Chonburi 20230,Si Racha,Chon Buri,,ศูนย์บริการ;#ศูนย์บริการติดตั้งเครื่องปรับอากาศ,"HA,AIR,*INSTALLATION,*REPAIR,*CLEAN","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,PUMP,AIR CONDITION,Wall Type,Celling&Floor Type,Cassette Type,Floor Standing,Portable Air,Chest Freezer (ตู้แช่)","ชลบุรี,ระยอง",มี,TOSHIBA,"จันทร์-ฟฤหัสบดี,เสาร์-อาทิตย์ (หยุดวันศุกร์)",8.00-17.00,,E-Mail,20%,M0001551,M00015510001,"​เปลี่ยนที่อยู่ของบริษัท จาก เลขที่100/38-39หมู่ที่5ตำบลบ่อวิน อำเภอศรีราชา จังหวัดชลบุรี20230เป็น 
ที่อยู่ใหม่ : เลขที่93/44หมู่ที่10 ตำบลทุ่งสุขลา อำเภอศรีราชา จังหวัดชลบุรี20230 ออกเอกสารซื้อขายตั้งแต่วันที่1ธันวาคม2562เป็นต้นไปค่ะ
- 08/05/2023 แจ้งเปลี่ยนอีเมล จาก coolbayair.service@gmail.com;cool_bayair@hotmail.com เป็น coolbayair2555@gmail.com
 ",,,
Search : ,Active,ศูนย์บริการอิเล็กทรอนิกส์(สาขาตราด),325/5 ม.5 ถ.ตราด-แหลมงอบ ต.หนองเสม็ด อ.เมืองตราด จ.ตราด 23000,,เมืองตราด,ตราด,ตะวันออก,,"คุณชนุตพร จงไพศาล(เบียร์), ศิริวรรณ ศรีประสงค์, คุณสุภัสสรา เพียรประเสริฐ",esc.trat002@gmail.com,นายปรีชา คล้าเจริญสมบัติ (Preecha Klacharoensombat )081-7366650,"039-520523 , 083-0744349",039-520533,Electronics Service center (Trat Branch),"325/5 Moo.5 Trat-Lamngob T.Nongsamed A.Mueang Trat, Trat 23000",Mueang Trat,Trat,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR",,"จ.ตราด , จ.จันทบุรี (บาง อำเภอ โทรสอบถามก่อน)",มี,ALL,จันทร์ - เสาร์,จันทร์ - ศุกร์ 8.30 -18.00 น. / เสาร์ 8.30 - 15.00 น.,,E-Mail,20%,2240,2380,​esc.trat002@gmail.com​,"

 ***ขณะนี้MAILหลักesc_002@hotmail.comมีปัญหาไม่สามารถเข้าใช้งานได้ ขอใช้MAIL :tobepink_beer@hotmail.com
 ในการติดต่อช่วงคราวก่อนค่ะ //1/12/2022 ​",,หนองเสม็ด
Search : ,Active,ฮวดพานิช เอ็นเตอร์ไพรส์ (บจก.),202/2 ถนนราษฎรดำริ ต. หน้าเมือง อ.เมืองปราจีนบุรี จ. ปราจีนบุรี 25000,จ.นครนายก / อ.เมือง จ.ปราจีนบุรี,เมืองปราจีนบุรี,ปราจีนบุรี,ตะวันออก,,ศตวรรษ นามโคตร (08 6465 2145),huad_panich@hotmail.com;,นางกัญญา สินแก้ว,"037-211299, 086-4652145 , 0864652154, นุ๊ก หัวหน้าช่าง",037-212491,"Huad Panich Enterprice Co.,Ltd",202/2 Ratdamri Rd.T.Namuang A.Mueang Prachin Buri 25000,Mueang Prachin Buri,Prachin Buri,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA,AIR",,ลูกค้าที่ซื้อจากร้าน,ไม่มี,TOSHIBA,จันทร์ - อาทิตย์,8.00 - 19.00 น.,,E-Mail,20% เครดิตดีลเลอร์,2467,1409,"​2/12/57 พี่ป้อมแผนกการเงิน แจ้งฮวดพานิช ต้องการให้ออกสินค้าอะหลั่ยในรหัส 2467 ที่เดียวตั้งแต่ธค 57 เป็นต้นไป
28-2-2018 คุณศตวรรษ แจ้งเปลี่ยนที่อยู่ในการเปิดบิล และจัดส่ง ขอเอกสารภ.พ 20 และ book bank
12-3-2018 ยกเลิก AP code 378","
รับเฉพาะลูกค้าที่ซื้อจากร้าน  ​'huad_panich@hotmail.com'",,
Search : ,Active,เอ อิเล็คทรอนิกส์,122/5 ม.2 ต.ประจันตคาม อ.ประจันตคาม จ.ปราจีนบุรี 25130,122/5 ม.2 ต.ประจันตคาม อ.ประจันตคาม จ.ปราจีนบุรี 25130,ประจันตคาม,ปราจีนบุรี,ตะวันออก,,คุณ เกศสุดา ลับแสง,goy.goy0000@hotmail.com; ,เกตุสุดา ลับแสง,"083-042-3883,087-3117807,037-291084,ID Line 087-3117807",037-291-084,A ELECTRONICS,122/5 Moo.2 T.Prachantakam A.Prachantakam Prachin buru 25130,Prachantakham,Prachin Buri,,ศูนย์บริการ;#ศูนย์บริการติดตั้งเครื่องปรับอากาศ,"AV,HA,SHA,AIR,*INSTALLATION,*REPAIR,*CLEAN","LCDTV,REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Celling&Floor Type,Cassette Type,Floor Standing,Portable Air,","ปราจีนบุรี,สระแก้ว,นครนายก,ฉะเชิงเทรา",มี,TOSHIBA,จันทร์-เสาร์,9.00-18.00,"PANASONIC,TLC,AJ,ACONATIC",E-Mail,20%,M0001576,M00015760001,"​เรียน เจ้าหน้าที่ค่ะ
 
​มีงานโอนให้ศูนย์บริการเอ อิเลคทรอนิกส์
รบกวนสำเนาถึงอีเมลนี้ด้วยนะคะ (atcharawadee.aen@hotmail.com) 15/08/2022
ยกเลิก atcharawadee.aen@hotmail.com ศูนย์บริการแจ้งว่าเจ้าหน้าที่ลาออกแล้ว 31/05/2023
 ",,,ประจันตคาม
Search : ,Active,ด่วนสายฟ้าศูนย์ซ่อมทีวีสี-วีดีโอ-เครื่องเสียง (หจก.),144/43-44 ถ.สุขุมวิท ต.ท่าประดู่ อ. เมือง จ.ระยอง 21000,,เมืองระยอง,ระยอง,ตะวันออก,หจก.ด่วนสายฟ้าศูนย์ซ่อมทีวีสี-วีดีโอ-เครื่องเสียง,คุณ วิเชียร สายบุตร (ผจก) / คุณ บุผารัตน์ อรัญ,duansaifa01rayong@gmail.com,นายประสิทธิ์ กนกกาญจนรัตน์,038-861302-3,038-861302,"Duansaifah Ltd.,Prt. (Rayong)",144/43-44 Sukhumwit Rd. T.Thapradu A.Mueang Rayong 21000,Mueang Rayong,Rayong,,ศูนย์บริการ,"AV,HA,SHA",,อ.บ้านฉาง อ.บ้านค่าย อ.บ้านเพ จ.ระยอง,มี,TOSHIBA,จันทร์-เสาร์,08.00-19.00 น.,,E-Mail,20% เครดิต,-,,"
29 ต.ค.55
แจ้งเปลี่ยน Mail เป็น duansaifarayong@hotmail.com เดิม.duansaifarayong@hotmail.com
10 ส.ค 64

แจ้งเปลี่ยนแปลงE-MAIL  ในการติดต่อ ด่วนสายฟ้าระยองE-MAILใหม่ duansaifa01rayong@gmail.com เริ่มใช้งาน13/8/64 (duansaifarayong@hotmail.com ยกเลิก)
ด่วนส","10/08/2021
แจ้งเปลี่ยนแปลงE-MAIL  ในการติดต่อ ด่วนสายฟ้าระยอง
E-MAILใหม่ duansaifa01rayong@gmail.com
เริ่มใช้งาน13/8/64
ด่วนสายฟ้าระยอง
038-861300
 ",,ท่าประดู่
Search : ,Active,ศูนย์บริการอิเล็กทรอนิกส์,200/30-32 ถ.สุขุมวิท ต.ทางเกวียน อ.แกลง จ.ระยอง 21110,,แกลง,ระยอง,ตะวันออก,,"คุณโรส , คุณวิลาวัลย์",esc_rose@hotmail.com; esc.service001@gmail.com,น.ส.จันทิมา อวยพร (087-1422608),"038-026433 , 038-026434 , 086-9034420",038-026433,Electronics Service Center,200/30-32 Sukhumwit Rd.T.Tangkwean A.Klaeng Rayong 21110,Klaeng,Rayong,,ศูนย์บริการ,"AV,HA,SHA","LCDTV,REFRIGERATOR,WASHER,WATER HEATER",จ.ระยอง,มี,TOSHIBA,จันทร์-ศุกร์,8.00-17.00 น. เสาร์ 8.00-15.00 น. ช่างเคลียร์งานที่ออฟฟิต งานบริการนอกสถานที่ดำเนินการสัปดาห์ถัดไป,,E-Mail,20% เครดิต,1968,704,"
31 ต.ค.55
แจ้งใช้ esc-niwat@hotmail.co.thชั่วคราว
8 ต.ค. 55
แจ้งใช้ mail เดิม
4 เม.ย.56  
ร้านแจ้งว่าช่วงนี้งานล่าช้า ทางร้านเน้นบริการเฉพาะแอร์ 
  23-10-2017 ศูนย์ขอยกเลิกเบอร์โทรศัพท์เดิม038-884223 เปลี่ยนมาใช้เบอร์ใหม่เป็น038-026433 และ038-026434 เริ่","
 เรื่อง แจ้งงดรับและเข้าบริการงานIn Home เนื่องจากสถาณการณ์COVID19 
ด้วยปรากฏว่าการระบาดของCOVID19 ค่อนข้างรุนแรงไปทั่วทุกอำเภอทั้งจังหวัดระยอง ดังนั้นทางศูนย์บริการอิเล็กทรอนิกส์ (สำนักงานใหญ่) อ.แกลง  จ.ระยอง ของดรับงานIn Home ทั้งหมด เพื่อความปลอดภัยข",,ทางเกวียน
Search : ,Active,เดอะซันเทค 2559 (บจก),เลขที่ 100/9 ม.4 ต.น้ำคอก อ.เมือง จ.ระยอง 21000,แนบแผนที่ไว้,เมืองระยอง,ระยอง,ตะวันออก,,"Miss Nannaphat Thongma Call Center & Admin thesuntech 2559
น.ส อธิตญา จันทร์สม admin
033-650-820 / 062-3942559", thesuntech2559@gmail.com,คุณสุนันทา ดาแว่น,033-650-820 / 062-3942559,,"The Suntech 2559 Co.,LTD","100/9 Moo.4 T.Numkog A.Mueang Rayong, Rayong 21000",Mueang Rayong,Rayong,,ศูนย์บริการ,"AV,HA,AIR,*REPAIR,*CLEAN","LCDTV,REFRIGERATOR,WASHER,AIR CONDITION",จ.ระยอง ทุกอำเภอ จ.จันทบุรี จ.ตราด,มี,ALL,จันทร์ - เสาร์,9.00 - 17.00 น,"LG,PANASONIC,SHARP,TLC",E-Mail,20%,2604,2982,"ยกเลิกอีเมล Wadcharapong.Dawan@gmail.com;​
 ",​,เดอะซันเทค 2559 (บจก) -Map-The%20Suntech.jpg,น้ำคอก
Search : ,Active,โอห์ม อิเลคทรอนิกส์,เลขที่ 5/15 ถนนเฉลิมพระเกียรติ ร.9 ต.สระแก้ว อ.เมืองสระแก้ว จ.สระแก้ว 27000,,เมืองสระแก้ว,สระแก้ว,ตะวันออก,,คุณเตือนใจ ลับแสง,teunjai.noi_2311@hotmail.com,นายอัศนัย พาวิไล,095-9490856​; 082-0183279,,OM ELECTRONICS,"5/20 Chaloem Phrakiat R.9 Rd., Sa Kaeo, Mueang Sa Kaeo, Sa Kaeo 27000",Mueang Sa Kaeo,Sa Kaeo,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,REFRIGERATOR(R600a),WASHER,FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Celling&Floor Type,Cassette Type,Floor Standing,Portable Air,Water Dispenser(ตู้กดน้ำร้อนเย็น)",สระแก้ว ปราจีนบุรี,มี,ALL,จันทร์ - เสาร์,9.00 - 18.00 น.,"LG,PANASONIC,PHILIPS",E-Mail,20%,M0003178,M00031780001,​​30/01/2566 แจ้งเปลี่ยนแปลงที่อยู่ เนื่องจากย้ายศูนย์บริการค่ะ จาก 5/20 ถนนเฉลิมพระเกียรติ ร.9 ต.สระแก้ว อ.เมืองสระแก้ว จ.สระแก้ว 27000​ เปลี่ยนที่อยู่เป็น เลขที่  5/15  ถนนเฉลิมพระเกียรติ ร.9 ต.สระแก้ว อ.เมือง จ.สระแก้ว 27000 โทร.095-9490856​ เริ่ม 1 กพ,"​แจ้งเปลี่ยนแปลงที่อยู่ เนื่องจากย้ายศูนย์บริการค่ะ
เปลี่ยนที่อยู่เป็น เลขที่  5/15 ถนนเฉลิมพระเกียรติ ร.9
ต.สระแก้ว อ.เมือง จ.สระแก้ว27000 โทร.095-9490856​ เริ่ม 1 กพ 2566",,สระแก้ว
Search : ,Active,บริษัทห้างโอวเปงฮง(2009) จำกัด,เลขที่ 311-5 หมู่ที่ 2 ถนนราชนิกูล ตำบลในเมือง อำเภอบ้านไผ่ จังหวัดขอนแก่น 40110,,บ้านไผ่,ขอนแก่น,ตะวันออกเฉียงเหนือ,,คุณสุทธิพร (ป๊อบ) /คุณแหวน ผู้จัดการ (089-2743065),uamporns224@gmail.com; ophcom@yahoo.com,นายทรงรัตน์ ธีระกนก,043272649 / 088-5570311 (คุณแหวน),043272649,"Openghong Co.,Ltd",311-315 Ratchanikul Rd. T.Naimueang A.Ban Phai Khon kaen 40110,Ban Phai,Khon Kaen,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA,AIR,*INSTALLATION,*REPAIR",,,มี,TOSHIBA,จันทร์-เสาร์,08.00-17.30 น,,,20% เครดิตดีลเลอร์,M9042792,M90427920001,"มีค่าธรรมเนียมการซ่อมขึ้นอยู่กับราคาสินค้า
สินค้า ราคา ไม่เกิน 100 บาท  ค่าธรรมเนียม  100 บาท
สินค้า ราคา 100 ไม่เกิน 10,000 บาท  ค่าธรรมเนียม  300 บาท 
--- ***หากล/ค ไม่ได้ซื้อจากร้านโดยตรง มีค่าธรรมเนียมการซ่อม
ค่าธรรมเนียมขึ้นกับราคาของสินค้า 
สินค้า ราคา 10,000 ขึ้นไป  ค่าธรรมเนียม  500 บาท
*** ค่าบริการ / ค่าเดินทาง / ค่าอะไหล่   ไม่คิดเคลมกั","
",,
Search : ,Active,ขอนแก่นไทยแลนด์ (หจก.),437-439 ถ.ศรีจันทร์ อ.เมือง จ.ขอนแก่น 40000,,เมืองขอนแก่น,ขอนแก่น,ตะวันออกเฉียงเหนือ,หจก. ขอนแก่นไทยแลนด์,คุณแสงเดือน คำสุ่ย,stock2560kkt@gmail.com,นายยรรยงค์ ธีระกนก,"095-6636494 , 043-236348 ต่อ 225",043-222134,"Khonkaen Thailand Ltd.,Part","437-439 Srijun Rd. Mueang Khon Kaen, Khon Kaen 40000",Mueang Khon Kaen,Khon Kaen,,ศูนย์บริการและตัวแทนจำหน่าย,"HA,SHA,AIR,*REPAIR","REFRIGERATOR,WASHER,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,PUMP",จ.ขอนแก่น (อ.เมือง),มี,TOSHIBA,วันจันทร์ - วันเสาร์,08.30- 17.30,PANASONIC,E-Mail,20% เครดิตดีลเลอร์,1266,700,"​Home Service เฉพาะงานนอกประกัน
งานในประกันให้ลค.ยกเครื่องเข้าร้าน
** คิดค่าบริการถ้าไม่ได้ซื้อจากร้าน ***​ 
Khunnunr@hotmail.com (รับผิดชอบเรื่องเอกสารการเคลม ใบกำกับภาษี/ใบเสร็จ โดยเฉพาะ)
kkthailandservice@gmail.com อีเมล์สำรอง
ทางร้านไม่มีช่างซ่อมในส่ว","
 
 ",,
Search : ,Active,ร้านอี กู๊ด เซอร์วิส,30/76 ม.4 ซอยศุภธีระ ถ.อำมาตย์ ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น 40000,แนบแผนที่ไว้,เมืองขอนแก่น,ขอนแก่น,ตะวันออกเฉียงเหนือ,,คุณยวนใจ บุญเทียม,adisak_toy@hotmail.com,คุณอดิศักดิ์ คงอนันต์ 081-7728761,"081-7728761, ",-,E-Good Service Shop,"30/76 Moo 4, Soi Supatheera, Ammart Rd., T.Nai Mueang, A.Mueang Khone Kaen, Khon Khen 40000",Mueang Khon Kaen,Khon Kaen,,ศูนย์บริการ,"AV,HA,SHA,AIR,*INSTALLATION,*REPAIR,*CLEAN","LCDTV,REFRIGERATOR,WASHER,FAN,RICE COOKER,WATER HEATER,MICRO WAVE,AIR CONDITION",ได้ทุกจังหวัดในภาคตะวันออกเฉียงเหนือ,มี,ALL,จันทร์ - เสาร์,8.30-17.30,SHARP,E-Mail,20%,2605,2984,"​add code 11/11/2016
ศูนย์แจ้งยกเลิก 043-236-883,  1/Jun/2023",,,ในเมือง
Search : ,Active,ศูนย์บริการอิเล็กทรอนิกส์เมืองชุมแพ โดยนายปภาวิน ศรีโฉม,397/19-20 หมู่ 9 ถ.มะลิวัลย์ ต.ชุมแพ อ.ชุมแพ จ.ขอนแก่น 40130,,ชุมแพ,ขอนแก่น,ตะวันออกเฉียงเหนือ,,คุณอัศลา ศรีโฉม (คุณอัส) 099-3378098,esc.chumphae@gmail.com,นายปภาวิน ศรีโฉม,"099-3378098, 081-6226332",-,Electronic Service Center Mueang Chumphae,"397/19-20 Moo 9 Maliwan Road, Chum Phae, Chum Phae, Khon Kaen 40130",Chum Phae,Khon Kaen,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),AIR COOLER(พัดลมไอเย็น),WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",จ.ขอนแก่น จ.ชัยภูมิ (อ.คอนสาร อ.ภูเขียว อ.บ้านแท่น อ.แก้งคร้อ อ.คอนสวรรค์) พื้นที่เลย อำเภอ ภูกระดึง ผาขาว หนองหิน ภูหลวง,มี,TOSHIBA,จันทร์ - เสาร์,8.30-17.00,"LG,PHILIPS,TLC",E-Mail,20%,M8500006,M85000060001,,,,ชุมแพ
